SDG	Pub_doi	Pub_title	Pub_concept
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	Clean Energy Project
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	Clean Energy
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	Green Investment Policy Framework
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	World Trade Organization Dispute Settlement
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	United Nations Environment Programme FI
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	International Energy Agency
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	Energy Infrastructure
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	Energy Infrastructure Project
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	Clean Energy Technology
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	Policy Framework For Investment
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	Mining Sector Board Discussion Paper
SDG07: Affordable and clean energy	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	Financial Market Policy
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Barcelona City Council
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Union For The Co-ordination Of Transmission Of Electricity
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Home Energy Management System
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Building Energy Management System
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Integrate Energy Management
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Key Policy Strategy
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Local Renewable Energy Production
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Inclusive Energy Management
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Washington Direct Current
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	United Nations Framework Convention On Climate Change
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Department Of Energy And Climate Change
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Urban Energy
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Great East Japan Earthquake
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Solar PV
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	City Council
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Power System Outage Task
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Energy Management
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Renewable Energy Deployment
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Local Renewable Energy
SDG07: Affordable and clean energy	10.1787_5jlwj0rl3745-en	Energy and Resilient Cities - Energy and Resilient Cities	Resilient City
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Roadmap Wind Energy
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Levellised Cost Of Energy
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	European Network Of Transmission System Operator For Electricity
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	International Energy Agency
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Wind Power Plant
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Crown Estate
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Carbon Capture And Storage
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Offshore Wind
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Agency For The Co-operation Of Energy Regulator
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	European Wind Energy Association
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Wind Power
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Organisation For Economic Cooperation And Development
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Land-based Wind
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Technology Roadmap
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Wind Turbine
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Electric Reliability Council Of Texas
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Offshore Wind Power Plant
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Federal Energy Regulatory Commission
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Wind Energy
SDG07: Affordable and clean energy	10.1787_9789264238831-en	Technology Roadmap Wind Energy - Technology Roadmap Wind Energy	Offshore Turbine
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Solar PV
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Renewable Heat
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Renewable Energy Outlook
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Concentrate Solar Power
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Carbon Capture And Storage
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Combine Heat And Power
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Power Capacity Addition
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Solar PV Capacity
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Renewables-based Power
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Solid Biomass
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Renewables-based Electricity
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Current Policy Scenario
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Heat Demand
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Renewables-based Power Generation
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Policy Scenario
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	World Energy Outlook
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Variable Renewable
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Renewables-based Capacity
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Wind Solar PV
SDG07: Affordable and clean energy	10.1787_weo-2016-12-en	World Energy Outlook 2016 - Renewable energy outlook	Outlook Period
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Organisation For Economic Cooperation And Development
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Efficiency Chapter
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	American Council For Energy Efficient Economy
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Department Of Energy And Climate Change
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Efficient World Scenario
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Multiple Benefit
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Energy Efficiency Intervention
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Energy Efficiency Policy
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Energy Efficiency Measure
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	California Public Utility Commission
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Multi - Criterion Decision Analysis
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	International Energy Agency
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Sustainable Energy Authority Of Ireland
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Energy Demand Reduction
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Rebound Effect
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Non-energy Benefit
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Canadian Environmental Law Association
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Energy Efficiency
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Macroeconomic Rebound Effect
SDG07: Affordable and clean energy	10.1787_9789264220720-en	Capturing the Multiple Benefits of Energy Efficiency - Capturing the Multiple Benefits of Energy Efficiency	Regulatory Assistance Project
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Coal India Limited
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Ministry Of New And Renewable Energy
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Jawaharlal Nehru National Solar Mission
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Central Electricity Regulatory Commission
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	New Policy Scenario
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Oil And Natural Gas Corporation
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	New Exploration License Policy
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	National Thermal Power Corporation
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Integrate Energy Policy
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Ministry Of Environment And Forest
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Fiscal Year
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Indian Oil Corporation Limited
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	National Action Plan On Climate Change
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	National Mission For Enhance Energy Efficiency
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Below The Poverty Line
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Ultra Mega Power Project
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	International Energy Agency
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Compound Annual Growth Rate
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Plant Load Factor
SDG07: Affordable and clean energy	10.1787_9789264247444-en	Understanding Energy Challenges in India - Understanding Energy Challenges in India	Bureau Of Energy Efficiency
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Blue Map Scenario
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	International Energy Agency PVPS
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	European Photovoltaic Industry Association
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Concentrate Solar Power
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Cumulative Instal PV Capacity
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	PV System
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	International Energy Agency
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Solar Photovoltaic Energy
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Thin Film
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	New Energy And Industrial Technology Development Organisation
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Thin Film Technology
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Solar PV
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Chinese Renewable Energy Industry Association
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Solar Energy Industry Association
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Solar America Initiative
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Energy Technology Perspective
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Instal PV Capacity
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	PV Technology
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	International Energy Agency Energy Technology Perspective
SDG07: Affordable and clean energy	10.1787_9789264088047-en	Solar Photovoltaic Energy - Solar Photovoltaic Energy	Carbon Capture And Storage
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	North AFRICA Organisation For Economic Cooperation And Development
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Middle East And North Africa Economy
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	North AFRICA
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Middle East And North Africa Region
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Concentrate Solar Power
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Organisation For Economic Cooperation And Development
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Middle East
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Green Investment Policy Framework
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Solar PV
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Bloomberg New Energy Finance
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Regional Centre For Renewable Energy And Energy Efficiency
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Foreign Investment Promotion Agency
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Mining Sector Board Discussion Paper
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Renewable Energy Sector
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Middle East And North Africa Government
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Renewable Energy Power Generation
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Tradable Green Certificate
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Tunisian Solar Plan
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	Power Purchase Agreement
SDG07: Affordable and clean energy	10.1787_9789264183704-6-en	Renewable Energies in the Middle East and North Africa - Support mechanisms for the renewable energy sector in the Middle East and North Africa	International Energy Agency
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Sustainable Energy Infrastructure
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Sustainable Energy Investment
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Mobilise Institutional Investment
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Transaction Enabler
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Institutional Investor Group On Climate Change
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Green Investment Bank
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Clean Energy Finance Corporation
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Mapping Channel
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Sustainable Energy Project
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Mobilise Institutional
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Cornerstone Investor
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Business , Innovation And Skill
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Solar Lease
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Credit Enhancement
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Overseas Private Investment Corporation
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Sustainable Energy
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Loan Loss Reserve
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Institutional Investor
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Risk Mitigant
SDG07: Affordable and clean energy	10.1787_9789264224582-8-en	Mapping Channels to Mobilise Institutional Investment in Sustainable Energy - A stocktaking of risk mitigants and transaction enablers for sustainable energy investment	Asset Owner Disclosure Project
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	State Grid Corporation Of China
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Industrial And Commercial Bank Of China
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Renewable Energy Independent Power Producer Procurement Programme
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	International Energy Agency
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Chinese Contractor
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Chinese Project
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	ASEAN Power Sector
