SDG	Pub_doi	Pub_title	Pub_concept	SDG_short	Publisher
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Relative Mobility	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Social Rental Housing	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Absolute Mobility	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Disadvantaged Youth	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Low Income Families	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Perry Preschool Program	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Income Trajectories	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Gini Coefficient	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Mobility Prospects	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Income Inequality	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Low Social Mobility	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Non-custodial Parent	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264301085-3-en	Overview	Labour Market	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	INEQUALITY TRENDS	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	OECD Income Distribution Database	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Non-standard Work	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Income Inequality	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Wealth Concentration	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Good Quality Jobs	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Gini Points	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Anticipation Exercises	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	KEY FINDINGS	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Equivalised Household Disposable Income	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Reducing Income Inequality	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Address Inequality	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Job Quality	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Gini Coefficient	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Labour Market	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Efficient Redistribution	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Intergenerational Social Mobility	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Wealth Inequalities	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Non-standard Jobs	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264235120-4-en	"Overview of inequality trends, key findings and policy directions"	Job Strain	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Middle Income Trap	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Economic Convergence	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Minimum Wage	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Pro-poor Growth	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Social Assistance Programmes	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Absolute Poverty Rate	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Conditional Cash Transfer Schemes	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Conditional Cash Transfer	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Formal Sector	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Simple Business Registration	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Comparative Advantage	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Exacerbating Income Inequality	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	High Minimum Wages	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Resource Rent Tax	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Agrarian Reform	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Frontier Countries	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	OECD Education Policy Review	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Natural Disaster Prevention	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Economy Wide Policies	reduced-inequalities	OECD
reduced-inequalities	10.1787/eco_surveys-idn-2015-5-en	Policies for inclusive and sustainable growth	Inclusive Education System	reduced-inequalities	OECD
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Universal Approach	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Inclusive Institutions	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Human Rights	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Social Inclusion	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Social Exclusion	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	National Rural Employment Guarantee Act	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Civil Registration	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Decent Work	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Social Protection	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Sustainable Development Goal	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Affirmative Action Policies	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Homeless Persons	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Social Protection Floor Initiative	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Universal Health Care Coverage	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Including East Jerusalem	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Social Policy	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Universal Provision	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Resource Rents	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	High Level Political Forum	reduced-inequalities	UN
reduced-inequalities	10.18356/9ab63855-en	Policy imperatives for leaving no one behind	Religious Affiliation	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Decent Work	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Income Inequality	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Total Inequality	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Income Poverty	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Decent Work Opportunities	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Solidarity Economy	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Poverty Line	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Inclusive Development	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Informal Jobs	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Labour Market	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Multidimensional Poverty Index	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Greater Labour Market Flexibility	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Vulnerable Employment	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Social Inclusion	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Total Income Inequality	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Multidimensional Poverty	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Informal Employment	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Social Exclusion	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Gini Coefficient	reduced-inequalities	UN
reduced-inequalities	10.18356/8741164e-en	"Poverty, inequality and decent work: Key dimensions of exclusion"	Life Satisfaction	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Developing Countries	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Redistributive Policies	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Public Social Spending	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Harmful Tax Competition	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Environmental Tax Revenue	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Tax Abuses	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Separate Entity Approach	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Wealth Redistribution	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Un-sustainable Development	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Wealth Concentration	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Unsustainable Development	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Wealth Taxes	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Natural Resource Rents	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Top Income Shares	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Wealth Inequality	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Income Inequality	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Tax Avoidance	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Tax Havens	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	Unitary Taxation	reduced-inequalities	UN
reduced-inequalities	10.18356/787cb9be-en	Redistributive Policies for Sustainable Development	High Net Worth Individuals	reduced-inequalities	UN
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Lowest Minimum Wage	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Non-contributory Pensions	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Costa Rica	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Minimum Contribution Base	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Child Poverty	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Special Pension Regimes	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Parental Leave	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Social Spending	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	INCLUSIVE GROWTH	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Cash Transfers	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	OECD REVIEWS	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	SOCIAL POLICIES	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Social Security Contributions	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Pay Social Security Contributions	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Independent Workers	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Total Social Spending	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Relative Child Poverty	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	In-kind Benefits	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Replacement Rate	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264282773-7-en	Reinforcing social policies for inclusive growth in Costa Rica	Contributory Pensions	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Seguro Popular	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Mexican Health System	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Basic Food Basket	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Life Satisfaction	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Informality Rate	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	State Health Services	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Work Life Conflicts	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Tax Collection Agencies	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Vocational Education And Training System	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Rental Housing	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Tertiary Treatment	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Servicios Sociales De Los Trabajadores	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Urban Policy	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Minimum Wage	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Vocational Education And Training Sector	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Improve Work Life Balance	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Inclusive State	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Sociales De Los Trabajadores Del	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Instituto Nacional De Estadistica	reduced-inequalities	OECD
reduced-inequalities	10.1787/5js4h5njs131-en	Sharing the Fruits of Growth with all Mexicans	Housing Policies	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Income Mobility	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Ethnic Minority Groups	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Inter-generational Mobility	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Interpersonal Trust	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Educational Aspirations	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Children's Aspirations	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Social Cohesion	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Middle Class	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Children's Educational Outcomes	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Land Expropriation	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Mekong River Delta	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Central Highlands	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Social Capital	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Social Mobility	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Downward Mobility	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Employment Intensity	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Social Network Support	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Red River Delta	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Pre-retirement Age	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264196155-6-en	Social cohesion at a crossroads in Viet Nam	Civic Engagement	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	INITIAL ASSESSMENT	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	"Not In Education, Employment Or Training Rate"	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Benchmark Economies	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	SOCIAL INCLUSION	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Ciudad De	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Socio-economic Background	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	MULTI-DIMENSIONAL REVIEW	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Life Satisfaction	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Collaborative Problem Solving	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	"Not In Education, Employment Or Training"	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	OECD Income Distribution Database	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Panamanian Authorities	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Gross Enrolment Rate	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Income Inequality	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Higher Informality Rates	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Social Spending	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Tertiary Education	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Latin America And The Caribbean Region	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Rapid Urban Growth	reduced-inequalities	OECD
reduced-inequalities	10.1787/9789264278547-8-en	Social inclusion in Panama	Labour Market	reduced-inequalities	OECD
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Social Protection Index	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Social Protection Systems	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Comprehensive Social Protection Systems	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	CEPAL Review	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Non-wage Workers	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Universal Social Protection Systems	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Higher Social Spending	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Redistributive Impact	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	In-kind Transfers	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Net Market Income	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Social Protection	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Direct Transfers	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Conditional Cash Transfer Programmes	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Non-contributory Pensions	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Social Spending	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Plurinational State	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Organization For Economic Cooperation And Development Countries	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Coverage Gap	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Basic Income Security	reduced-inequalities	UN
reduced-inequalities	10.18356/6eb4de51-en	"Social protection systems, redistribution and growth in Latin America"	Limited Systems	reduced-inequalities	UN
reduced-inequalities	10.18356/e5b41cfb-en	Sudip Rnajan Basu. Do data show divergence? Revisiting global income inequality trends	Market Income Inequality	reduced-inequalities	UN
reduced-inequalities	10.18356/e5b41cfb-en	Sudip Rnajan Basu. Do data show divergence? Revisiting global income inequality trends	United Nations Human Development Index	reduced-inequalities	UN
